Date,Ticker,Strategy,Setup,Side,EntryTrigger,SignalOpen,SignalHigh,SignalLow,SignalClose,Stop,Target,R,Grade,GradeBasis,Reason
2025-12-05,A,bull_flag_long,Bull Flag Long,long,> signal candle high,148.5,149.0,144.76,145.49,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,APP,bull_flag_long,Bull Flag Long,long,> signal candle high,687.445,702.3,678.69,691.94,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AR,bull_flag_long,Bull Flag Long,long,> signal candle high,37.25,38.175,36.74,36.75,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARE,bull_flag_long,Bull Flag Long,long,> signal candle high,46.1,47.49,45.47,45.48,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARQT,bull_flag_long,Bull Flag Long,long,> signal candle high,31.03,31.4499,30.385,31.2,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARWR,bull_flag_long,Bull Flag Long,long,> signal candle high,62.95,64.2775,60.29,61.44,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BBIO,bull_flag_long,Bull Flag Long,long,> signal candle high,74.4,74.86,72.375,73.64,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BIIB,bull_flag_long,Bull Flag Long,long,> signal candle high,181.96,183.14516,181.1,181.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-04,BKR,bull_flag_long,Bull Flag Long,long,> signal candle high,50.435,51.12,49.925,50.61,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BKU,bull_flag_long,Bull Flag Long,long,> signal candle high,44.45,45.075,44.085,44.7,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BMY,bull_flag_long,Bull Flag Long,long,> signal candle high,51.99,52.51,51.69,52.15,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-04,BRKR,bull_flag_long,Bull Flag Long,long,> signal candle high,47.39,48.835,45.37,48.38,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,C,bull_flag_long,Bull Flag Long,long,> signal candle high,107.67,109.367,107.51,108.88,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-04,CADE,bull_flag_long,Bull Flag Long,long,> signal candle high,41.6,42.17,41.6,42.03,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CART,bull_flag_long,Bull Flag Long,long,> signal candle high,43.12,44.2688,43.085,44.18,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
