Date,Ticker,Strategy,Setup,Side,EntryTrigger,SignalOpen,SignalHigh,SignalLow,SignalClose,Stop,Target,R,Grade,GradeBasis,Reason
2025-12-05,A,bull_flag_long,Bull Flag Long,long,> signal candle high,148.5,149.0,144.76,145.49,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AEP,bull_flag_long,Bull Flag Long,long,> signal candle high,117.87,118.115,116.825,117.537,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AFL,bull_flag_long,Bull Flag Long,long,> signal candle high,108.98,109.46,108.5,109.28,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AFRM,bull_flag_long,Bull Flag Long,long,> signal candle high,68.45,68.61,67.3,67.99,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AHR,bull_flag_long,Bull Flag Long,long,> signal candle high,49.8429,50.32,49.675,50.11,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AIG,bull_flag_long,Bull Flag Long,long,> signal candle high,76.7,77.28,76.4468,77.03,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AJG,bull_flag_long,Bull Flag Long,long,> signal candle high,245.0,245.0,238.65,239.71,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AKAM,bull_flag_long,Bull Flag Long,long,> signal candle high,86.6,87.0,82.7,83.49,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AKRO,bull_flag_long,Bull Flag Long,long,> signal candle high,54.65,54.65,54.295,54.55,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AL,bull_flag_long,Bull Flag Long,long,> signal candle high,64.03,64.085,63.92,63.93,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ALAB,bull_flag_long,Bull Flag Long,long,> signal candle high,154.85,163.12,154.14,161.23,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ALB,bull_flag_long,Bull Flag Long,long,> signal candle high,123.81,129.88,122.7,125.19,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ALGN,bull_flag_long,Bull Flag Long,long,> signal candle high,157.92,159.5,155.395,157.21,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ALK,bull_flag_long,Bull Flag Long,long,> signal candle high,47.19,49.935,47.18,49.65,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ALL,bull_flag_long,Bull Flag Long,long,> signal candle high,206.47,206.47,201.82,202.27,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ALLY,bull_flag_long,Bull Flag Long,long,> signal candle high,42.23,42.735,42.16,42.39,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ALNY,bull_flag_long,Bull Flag Long,long,> signal candle high,468.29,473.5,455.32,458.12,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AMAT,bull_flag_long,Bull Flag Long,long,> signal candle high,269.79,273.59,267.36,268.0,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AMD,bull_flag_long,Bull Flag Long,long,> signal candle high,217.165,223.642,216.24,217.97,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AME,bull_flag_long,Bull Flag Long,long,> signal candle high,199.11,201.3899,198.32,199.8,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AMGN,bull_flag_long,Bull Flag Long,long,> signal candle high,340.46,340.87,328.63,329.89,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AMH,bull_flag_long,Bull Flag Long,long,> signal candle high,30.96,31.165,30.63,30.83,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AMKR,bull_flag_long,Bull Flag Long,long,> signal candle high,43.9,43.94,42.98,43.23,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AMT,bull_flag_long,Bull Flag Long,long,> signal candle high,178.82,180.365,178.1,178.86,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AMZN,bull_flag_long,Bull Flag Long,long,> signal candle high,230.32,231.24,228.58,229.53,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ANET,bull_flag_long,Bull Flag Long,long,> signal candle high,128.325,129.6599,126.84,128.59,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ANF,bull_flag_long,Bull Flag Long,long,> signal candle high,95.719,98.9999,94.76,94.87,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AOS,bull_flag_long,Bull Flag Long,long,> signal candle high,67.26,68.4,67.26,68.03,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,APD,bull_flag_long,Bull Flag Long,long,> signal candle high,262.0,265.52,260.33,260.69,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,APG,bull_flag_long,Bull Flag Long,long,> signal candle high,38.7,39.21,38.44,39.06,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,APH,bull_flag_long,Bull Flag Long,long,> signal candle high,139.75,139.89,137.01,139.36,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,APLD,bull_flag_long,Bull Flag Long,long,> signal candle high,31.835,31.96,29.59406,31.22,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,APO,bull_flag_long,Bull Flag Long,long,> signal candle high,136.265,138.64,135.95,138.13,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,APP,bull_flag_long,Bull Flag Long,long,> signal candle high,687.445,702.3,678.69,691.94,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AR,bull_flag_long,Bull Flag Long,long,> signal candle high,37.25,38.175,36.74,36.75,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARE,bull_flag_long,Bull Flag Long,long,> signal candle high,46.1,47.49,45.47,45.48,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARES,bull_flag_long,Bull Flag Long,long,> signal candle high,163.0,165.46,162.31,165.46,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARMK,bull_flag_long,Bull Flag Long,long,> signal candle high,37.6,38.02,37.39,37.95,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARQT,bull_flag_long,Bull Flag Long,long,> signal candle high,31.03,31.4499,30.385,31.2,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ARWR,bull_flag_long,Bull Flag Long,long,> signal candle high,62.95,64.2775,60.29,61.44,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ASO,bull_flag_long,Bull Flag Long,long,> signal candle high,49.51,50.78,49.155,50.23,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ASTS,bull_flag_long,Bull Flag Long,long,> signal candle high,71.4,75.14,70.6,73.92,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,ATI,bull_flag_long,Bull Flag Long,long,> signal candle high,101.0,101.0775,99.0,100.41,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AUB,bull_flag_long,Bull Flag Long,long,> signal candle high,34.34,34.71,33.94,34.39,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AVAV,bull_flag_long,Bull Flag Long,long,> signal candle high,286.79,287.4499,273.37,278.39,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AVGO,bull_flag_long,Bull Flag Long,long,> signal candle high,386.165,393.53,385.1452,390.24,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AWK,bull_flag_long,Bull Flag Long,long,> signal candle high,128.63,130.28,128.07,129.5,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,AXP,bull_flag_long,Bull Flag Long,long,> signal candle high,369.45,374.875,369.45,370.35,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BA,bull_flag_long,Bull Flag Long,long,> signal candle high,201.0,202.95,200.56,201.89,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BAC,bull_flag_long,Bull Flag Long,long,> signal candle high,53.9,54.825,53.74,53.95,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BAH,bull_flag_long,Bull Flag Long,long,> signal candle high,87.3,88.585,86.55,88.01,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BALL,bull_flag_long,Bull Flag Long,long,> signal candle high,48.75,49.46,48.43,49.03,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BAM,bull_flag_long,Bull Flag Long,long,> signal candle high,53.025,54.15,52.76,53.26,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BBIO,bull_flag_long,Bull Flag Long,long,> signal candle high,74.4,74.86,72.375,73.64,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BBY,bull_flag_long,Bull Flag Long,long,> signal candle high,74.265,74.58,73.25,74.17,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BDX,bull_flag_long,Bull Flag Long,long,> signal candle high,193.715,196.115,193.685,193.96,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BE,bull_flag_long,Bull Flag Long,long,> signal candle high,115.59,119.825,112.53,119.18,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BEPC,bull_flag_long,Bull Flag Long,long,> signal candle high,40.58,40.65,39.63,39.71,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BG,bull_flag_long,Bull Flag Long,long,> signal candle high,94.5,94.8,93.61,93.63,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BHF,bull_flag_long,Bull Flag Long,long,> signal candle high,65.54,65.59,65.29,65.35,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BIIB,bull_flag_long,Bull Flag Long,long,> signal candle high,181.96,183.14516,181.1,181.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BILL,bull_flag_long,Bull Flag Long,long,> signal candle high,52.41,53.98,52.16,53.45,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BJ,bull_flag_long,Bull Flag Long,long,> signal candle high,91.312,92.22,90.22,91.33,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BK,bull_flag_long,Bull Flag Long,long,> signal candle high,113.825,114.9599,113.4,114.02,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BKR,bull_flag_long,Bull Flag Long,long,> signal candle high,50.51,50.76,49.06,49.2,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BKU,bull_flag_long,Bull Flag Long,long,> signal candle high,44.45,45.075,44.085,44.7,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BLDR,bull_flag_long,Bull Flag Long,long,> signal candle high,111.47,112.4,109.79,110.01,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BMNR,bull_flag_long,Bull Flag Long,long,> signal candle high,35.15,36.63,34.01,34.16,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BMRN,bull_flag_long,Bull Flag Long,long,> signal candle high,53.55,53.83,52.875,53.4,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BMY,bull_flag_long,Bull Flag Long,long,> signal candle high,51.99,52.51,51.69,52.15,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BOX,bull_flag_long,Bull Flag Long,long,> signal candle high,31.745,31.92,31.04,31.62,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BRBR,bull_flag_long,Bull Flag Long,long,> signal candle high,30.809,31.42,30.475,31.17,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BRKR,bull_flag_long,Bull Flag Long,long,> signal candle high,48.36,48.72,47.44,48.03,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BRO,bull_flag_long,Bull Flag Long,long,> signal candle high,79.85,79.86,77.63,78.37,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BROS,bull_flag_long,Bull Flag Long,long,> signal candle high,60.965,61.02,57.77,58.43,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BRZE,bull_flag_long,Bull Flag Long,long,> signal candle high,29.78,31.2,29.705,30.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BSX,bull_flag_long,Bull Flag Long,long,> signal candle high,97.965,98.685,97.02,97.52,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BSY,bull_flag_long,Bull Flag Long,long,> signal candle high,42.52,43.34,42.32,43.19,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BTSG,bull_flag_long,Bull Flag Long,long,> signal candle high,34.75,35.94,34.75,35.79,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BURL,bull_flag_long,Bull Flag Long,long,> signal candle high,256.45,273.08,256.32,271.78,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BWA,bull_flag_long,Bull Flag Long,long,> signal candle high,43.365,43.685,43.28,43.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BWXT,bull_flag_long,Bull Flag Long,long,> signal candle high,181.0,181.48,174.87,177.87,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BX,bull_flag_long,Bull Flag Long,long,> signal candle high,150.655,153.82,150.35,152.15,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,BXP,bull_flag_long,Bull Flag Long,long,> signal candle high,70.74,70.81,68.7,69.28,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,C,bull_flag_long,Bull Flag Long,long,> signal candle high,107.67,109.367,107.51,108.88,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CADE,bull_flag_long,Bull Flag Long,long,> signal candle high,41.72,41.9,41.39,41.43,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CAH,bull_flag_long,Bull Flag Long,long,> signal candle high,200.01,200.255,198.1,198.83,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CAKE,bull_flag_long,Bull Flag Long,long,> signal candle high,47.78,47.845,46.9,46.98,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CARR,bull_flag_long,Bull Flag Long,long,> signal candle high,54.375,54.8,54.0,54.29,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CART,bull_flag_long,Bull Flag Long,long,> signal candle high,43.12,44.2688,43.085,44.18,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CAT,bull_flag_long,Bull Flag Long,long,> signal candle high,603.68,607.0,597.7382,603.17,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CAVA,bull_flag_long,Bull Flag Long,long,> signal candle high,54.365,54.575,52.598,53.37,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CBRE,bull_flag_long,Bull Flag Long,long,> signal candle high,162.24,162.24,160.36,160.86,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CBSH,bull_flag_long,Bull Flag Long,long,> signal candle high,52.42,52.73,52.23,52.24,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CCI,bull_flag_long,Bull Flag Long,long,> signal candle high,88.43,89.5,88.25,89.28,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CCK,bull_flag_long,Bull Flag Long,long,> signal candle high,98.22,99.675,97.94,97.95,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CDNS,bull_flag_long,Bull Flag Long,long,> signal candle high,338.43,341.04,336.16,337.53,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CDTX,bull_flag_long,Bull Flag Long,long,> signal candle high,220.21,220.92,220.03,220.36,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CDW,bull_flag_long,Bull Flag Long,long,> signal candle high,143.78,147.02,142.5,146.25,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CE,bull_flag_long,Bull Flag Long,long,> signal candle high,39.82,41.44,39.58,40.63,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CEG,bull_flag_long,Bull Flag Long,long,> signal candle high,369.43,370.07,357.17,359.82,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CELC,bull_flag_long,Bull Flag Long,long,> signal candle high,106.58,107.78,105.0,105.63,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CELH,bull_flag_long,Bull Flag Long,long,> signal candle high,42.7,42.99,41.85,42.06,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CENX,bull_flag_long,Bull Flag Long,long,> signal candle high,31.43,32.13,30.94,31.08,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CF,bull_flag_long,Bull Flag Long,long,> signal candle high,80.25,80.6,77.82,77.88,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CFG,bull_flag_long,Bull Flag Long,long,> signal candle high,55.68,56.17,55.44,55.46,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CG,bull_flag_long,Bull Flag Long,long,> signal candle high,56.27,57.59,55.97,57.11,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CGNX,bull_flag_long,Bull Flag Long,long,> signal candle high,38.88,39.18,38.32,38.42,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CGON,bull_flag_long,Bull Flag Long,long,> signal candle high,45.05,46.01,43.02,43.3,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CHD,bull_flag_long,Bull Flag Long,long,> signal candle high,83.685,84.9,83.51,84.52,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CHRW,bull_flag_long,Bull Flag Long,long,> signal candle high,156.86,158.65,154.425,157.22,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CHTR,bull_flag_long,Bull Flag Long,long,> signal candle high,200.0,207.79,199.65,205.1,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CHWY,bull_flag_long,Bull Flag Long,long,> signal candle high,33.34,33.62,33.105,33.47,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CI,bull_flag_long,Bull Flag Long,long,> signal candle high,268.805,269.08,263.87,265.44,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CIEN,bull_flag_long,Bull Flag Long,long,> signal candle high,199.63,201.77,194.88,201.71,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CIVI,bull_flag_long,Bull Flag Long,long,> signal candle high,30.21,31.4,30.21,30.39,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CL,bull_flag_long,Bull Flag Long,long,> signal candle high,77.47,78.2144,77.242,78.07,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CLX,bull_flag_long,Bull Flag Long,long,> signal candle high,104.855,106.09,104.64,104.9,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CMA,bull_flag_long,Bull Flag Long,long,> signal candle high,84.28,85.315,83.88,84.12,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CMC,bull_flag_long,Bull Flag Long,long,> signal candle high,66.72,68.35,66.03,66.86,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CME,bull_flag_long,Bull Flag Long,long,> signal candle high,273.345,273.87,270.1,270.87,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CMG,bull_flag_long,Bull Flag Long,long,> signal candle high,33.96,34.15,33.655,33.94,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CMS,bull_flag_long,Bull Flag Long,long,> signal candle high,71.695,71.865,71.04,71.09,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CNC,bull_flag_long,Bull Flag Long,long,> signal candle high,38.85,38.88,37.75,38.34,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CNM,bull_flag_long,Bull Flag Long,long,> signal candle high,49.785,50.7,49.37,50.23,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CNP,bull_flag_long,Bull Flag Long,long,> signal candle high,38.545,38.765,38.37,38.43,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CNX,bull_flag_long,Bull Flag Long,long,> signal candle high,40.68,42.1286,40.59,40.9,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COCO,bull_flag_long,Bull Flag Long,long,> signal candle high,53.96,54.84,53.66,54.565,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COF,bull_flag_long,Bull Flag Long,long,> signal candle high,228.79,233.01,228.79,230.68,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COGT,bull_flag_long,Bull Flag Long,long,> signal candle high,39.46,39.94,38.2001,38.77,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COHR,bull_flag_long,Bull Flag Long,long,> signal candle high,186.0,188.36,181.48,181.79,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COIN,bull_flag_long,Bull Flag Long,long,> signal candle high,270.425,273.57,265.01,269.73,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COO,bull_flag_long,Bull Flag Long,long,> signal candle high,89.66,89.83,80.89,81.4,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COP,bull_flag_long,Bull Flag Long,long,> signal candle high,92.0817,95.07,92.0817,93.69,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COR,bull_flag_long,Bull Flag Long,long,> signal candle high,338.11,341.18,336.37,339.66,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,COST,bull_flag_long,Bull Flag Long,long,> signal candle high,897.25,905.89,893.0,894.68,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CPRT,bull_flag_long,Bull Flag Long,long,> signal candle high,38.9,38.98,38.64,38.72,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CPT,bull_flag_long,Bull Flag Long,long,> signal candle high,104.13,105.01,103.46,103.88,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRBG,bull_flag_long,Bull Flag Long,long,> signal candle high,30.26,30.76,30.24,30.37,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRCL,bull_flag_long,Bull Flag Long,long,> signal candle high,86.09,86.66,83.14,85.62,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRH,bull_flag_long,Bull Flag Long,long,> signal candle high,120.36,121.35,118.595,119.49,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
2025-12-05,CRL,bull_flag_long,Bull Flag Long,long,> signal candle high,184.78,185.9,182.7143,184.31,,,,,gpt_to_size,Finviz bull flag pattern; GPT to set stop/target
